 Óbitos infantis - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Período:1996-2022
"Município";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"430471 CARAA";-;-;1;-;1;-;-;2;4;-;-;-;-;1;1;-;2;1;1;-;2;-;2;1;1;1;-;21
"430480 CARLOS BARBOSA";5;3;2;3;1;5;4;-;1;2;1;3;1;3;3;5;4;4;2;1;3;2;4;4;3;3;3;75
"430485 CARLOS GOMES";-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430490 CASCA";2;-;4;-;-;-;1;3;-;-;-;-;-;-;-;-;-;2;1;1;1;1;2;-;2;1;-;21
"430495 CASEIROS";2;1;-;1;-;-;2;-;1;-;-;1;-;-;-;2;-;1;-;-;-;-;2;1;-;-;1;15
"430500 CATUIPE";3;1;3;-;2;-;3;1;-;-;1;2;-;2;-;-;-;1;-;-;-;3;1;-;3;-;-;26
"430510 CAXIAS DO SUL";114;92;123;82;75;81;74;87;83;89;76;52;62;71;78;57;73;85;78;62;59;52;69;62;44;55;59;1994
"430511 CENTENARIO";1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;2;9
"430512 CERRITO";-;1;1;2;3;1;-;4;2;-;-;-;2;1;-;1;-;1;2;-;1;1;2;-;-;1;1;27
"430513 CERRO BRANCO";3;2;1;-;1;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;15
"430515 CERRO GRANDE";1;-;2;-;4;-;-;1;-;-;1;-;-;1;-;-;-;-;1;-;-;-;2;1;1;1;-;16
"430517 CERRO GRANDE DO SUL";3;4;6;3;2;1;6;4;2;2;3;2;1;-;2;2;-;2;-;1;1;-;1;1;-;1;-;50
"430520 CERRO LARGO";7;2;2;1;4;3;1;3;3;-;3;-;2;1;-;2;2;1;-;-;2;2;1;3;-;3;2;50
"430530 CHAPADA";-;3;4;1;-;-;3;1;3;1;-;1;-;1;-;1;-;-;1;-;1;1;-;2;2;-;1;27
"430535 CHARQUEADAS";7;3;5;2;9;4;3;1;7;3;2;-;1;2;1;2;4;2;5;1;1;2;5;2;4;1;2;81
"430537 CHARRUA";-;-;1;3;-;1;1;7;3;7;1;-;-;-;-;1;-;1;1;-;-;-;1;2;-;2;-;32
"430540 CHIAPETTA";1;1;5;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;14
"430543 CHUI";-;2;-;-;1;-;3;4;2;2;1;-;1;3;-;1;-;-;1;1;-;-;1;2;-;-;-;25
"430544 CHUVISCA";-;-;1;2;1;-;-;1;2;4;2;4;1;2;-;-;-;1;-;-;1;3;-;-;1;1;1;28
"430545 CIDREIRA";5;2;-;-;1;1;2;1;1;2;-;1;-;4;4;-;1;1;4;1;2;1;2;3;1;1;3;44
"430550 CIRIACO";2;2;-;2;2;1;-;1;1;2;2;1;-;1;-;-;-;-;1;2;-;-;-;1;-;-;-;21
"430558 COLINAS";1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;5
"430560 COLORADO";-;-;1;-;-;-;1;-;-;-;-;2;-;1;1;-;-;-;-;1;1;-;-;-;2;1;-;11
"430570 CONDOR";2;1;-;2;-;3;3;-;2;2;1;1;1;3;-;-;-;-;2;-;1;-;-;-;-;-;-;24
"430580 CONSTANTINA";3;3;2;6;3;3;3;2;4;1;1;3;2;-;1;-;3;1;1;-;-;3;-;2;2;-;1;50
"430583 COQUEIRO BAIXO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;3
"430585 COQUEIROS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;4
"430587 CORONEL BARROS";-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;5
"430590 CORONEL BICACO";3;1;-;4;6;3;3;3;4;3;1;1;2;2;2;-;1;1;-;-;-;1;2;1;-;-;-;44
"430593 CORONEL PILAR";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"430595 COTIPORA";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;5
"430597 COXILHA";1;2;-;-;3;1;-;1;2;-;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;14
"430600 CRISSIUMAL";4;3;3;4;3;-;1;2;2;3;2;-;2;1;2;-;3;1;2;3;2;1;1;3;1;1;2;52
"430605 CRISTAL";2;1;2;-;2;-;2;-;1;3;-;-;2;-;4;2;1;1;1;2;3;1;-;1;-;1;4;36
"430607 CRISTAL DO SUL";-;3;-;-;1;-;-;-;-;1;-;-;1;-;1;-;1;1;-;-;-;-;2;-;-;-;-;11
"430610 CRUZ ALTA";36;30;42;43;20;26;23;21;19;14;12;10;18;10;8;11;10;15;11;7;10;6;8;11;10;5;6;442
"430613 CRUZALTENSE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;3
"430620 CRUZEIRO DO SUL";1;1;-;2;4;1;1;2;-;-;1;1;-;-;2;1;1;1;2;2;2;1;1;1;1;-;-;29
"430630 DAVID CANABARRO";-;1;1;2;-;-;1;-;-;1;-;2;1;-;-;-;-;-;-;-;-;2;2;1;-;1;1;16
"430632 DERRUBADAS";-;-;-;-;2;1;1;-;-;1;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;1;-;10
"430635 DEZESSEIS DE NOVEMBRO";-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;1;-;1;-;10
"430637 DILERMANDO DE AGUIAR";-;-;1;-;1;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;8
"430640 DOIS IRMAOS";6;4;3;-;1;5;2;3;5;4;3;2;1;3;5;2;1;-;2;5;4;7;3;1;5;2;2;81
"430642 DOIS IRMAOS DAS MISSOES";-;2;2;-;1;-;-;-;3;-;1;-;2;-;-;-;-;-;2;-;1;-;-;-;-;-;-;14
"430645 DOIS LAJEADOS";-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;2;-;-;-;-;1;-;-;8
"430650 DOM FELICIANO";6;7;16;5;5;5;7;9;6;2;3;1;1;4;1;3;1;1;1;2;-;2;-;4;3;-;1;96
"430655 DOM PEDRO DE ALCANTARA";-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;5
"430660 DOM PEDRITO";19;28;17;16;14;15;4;15;12;7;9;5;8;2;4;5;8;10;5;5;2;2;1;6;6;4;4;233
"430670 DONA FRANCISCA";2;1;-;-;-;1;-;-;1;-;-;-;1;-;-;1;1;-;1;1;-;-;-;-;-;-;-;10
"430673 DOUTOR MAURICIO CARDOSO";2;-;2;3;3;2;2;1;1;-;1;1;2;-;1;-;-;-;1;2;2;-;-;1;-;-;-;27
"430675 DOUTOR RICARDO";-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;5
"430676 ELDORADO DO SUL";10;12;11;4;4;12;4;9;5;5;-;6;5;4;5;2;4;10;8;11;2;4;4;4;4;4;4;157
"430680 ENCANTADO";7;2;2;7;1;2;6;1;6;2;4;-;3;4;4;3;2;2;2;5;1;2;-;2;1;4;1;76
"430690 ENCRUZILHADA DO SUL";6;9;10;10;10;16;5;5;4;8;7;4;2;6;1;10;1;5;-;3;6;4;3;6;2;3;1;147
"430692 ENGENHO VELHO";-;-;-;-;-;2;1;3;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;1;-;11
"430693 ENTRE-IJUIS";2;1;-;2;2;4;1;-;2;2;-;1;2;2;-;-;-;2;3;-;1;2;2;2;2;1;1;37
"430695 ENTRE RIOS DO SUL";1;-;-;1;3;1;1;-;-;2;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;1;14
"430697 EREBANGO";2;-;1;1;1;1;-;-;1;1;-;-;-;-;-;1;3;-;-;-;2;1;1;-;-;-;1;17
"430700 ERECHIM";28;21;25;17;18;15;25;17;24;12;21;18;17;14;14;22;15;14;17;18;10;10;13;10;19;7;15;456
"430705 ERNESTINA";-;-;1;1;-;1;-;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;9
"430710 HERVAL";4;1;5;5;2;4;5;-;1;3;7;1;3;-;1;-;1;3;2;1;1;1;1;-;-;1;2;55
"430720 ERVAL GRANDE";1;-;3;2;-;2;1;2;1;1;-;-;-;-;2;1;1;-;2;-;-;-;-;-;-;1;1;21
"430730 ERVAL SECO";3;3;4;9;1;4;2;2;3;-;-;1;-;3;-;-;1;-;-;-;-;-;1;2;2;2;-;43
"430740 ESMERALDA";-;2;2;1;2;3;1;1;1;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;1;-;1;19
"430745 ESPERANCA DO SUL";-;1;1;-;1;-;-;2;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;9
"430750 ESPUMOSO";5;2;2;3;3;2;2;1;6;-;5;4;2;1;6;1;3;2;6;4;2;2;2;-;-;2;1;69
"430755 ESTACAO";3;-;-;-;-;1;-;1;3;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;2;1;1;15
"430760 ESTANCIA VELHA";15;8;9;8;6;15;8;6;8;4;3;7;3;5;10;5;6;6;12;2;7;10;3;7;4;8;3;188
"430770 ESTEIO";18;22;17;17;18;23;20;12;24;16;12;11;8;12;7;2;17;11;15;9;15;13;7;9;2;7;4;348
"430780 ESTRELA";7;4;9;3;3;2;2;4;2;2;2;4;4;4;1;6;5;5;5;8;2;5;-;4;3;5;5;106
"430781 ESTRELA VELHA";-;1;1;1;2;-;1;1;2;-;-;1;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;15
"430783 EUGENIO DE CASTRO";-;1;1;-;2;1;1;1;-;1;-;-;1;-;-;-;1;-;2;1;-;-;-;-;-;-;-;13
"430786 FAGUNDES VARELA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"430790 FARROUPILHA";14;11;11;8;7;11;8;12;6;6;7;8;12;8;6;12;9;8;8;2;7;5;8;8;1;7;6;216
"430800 FAXINAL DO SOTURNO";-;1;1;-;3;-;1;-;1;2;1;1;1;-;2;-;-;-;-;-;1;-;-;2;1;-;1;19
"430805 FAXINALZINHO";-;-;-;-;1;1;-;2;1;-;1;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;1;11
"430807 FAZENDA VILANOVA";-;1;1;-;1;1;1;-;1;-;-;-;-;-;-;1;-;1;3;-;1;1;-;-;-;1;-;14
"430810 FELIZ";-;-;2;1;2;1;-;-;1;3;1;1;1;2;1;2;3;1;-;2;-;2;3;-;1;-;1;31
"430820 FLORES DA CUNHA";8;2;3;3;3;5;-;3;4;4;2;5;6;5;1;6;7;2;4;1;6;5;6;2;6;2;3;104
"430825 FLORIANO PEIXOTO";-;-;1;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430830 FONTOURA XAVIER";1;5;7;3;3;7;8;4;12;6;1;1;2;1;3;3;3;1;4;3;4;1;-;1;-;1;-;85
"430840 FORMIGUEIRO";2;-;1;1;2;-;1;2;4;1;-;-;1;2;-;1;-;2;1;1;-;1;-;3;-;-;-;26
"430843 FORQUETINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"430845 FORTALEZA DOS VALOS";-;3;-;1;2;1;1;4;3;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;19
"430850 FREDERICO WESTPHALEN";11;11;6;9;4;4;8;7;5;6;6;2;2;3;3;5;5;7;3;2;6;2;2;4;3;6;3;135
"430860 GARIBALDI";4;3;6;3;2;5;3;4;5;4;2;5;2;6;5;1;6;5;4;6;5;4;2;3;3;5;4;107
"430865 GARRUCHOS";-;-;-;-;-;-;1;-;2;-;-;-;4;-;1;2;-;-;-;-;-;-;2;1;-;-;-;13
"430870 GAURAMA";-;-;1;1;1;1;1;-;-;-;-;-;1;-;1;-;2;-;1;-;1;-;1;-;-;1;-;13
"430880 GENERAL CAMARA";6;1;3;-;1;5;-;4;4;1;-;1;1;2;-;-;-;-;2;1;-;1;-;-;1;-;-;34
"430885 GENTIL";-;-;-;-;1;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"430890 GETULIO VARGAS";5;2;5;4;2;3;3;5;3;3;1;1;5;-;5;-;1;-;1;1;3;2;-;1;1;3;3;63
"430900 GIRUA";9;7;10;4;5;4;2;3;3;6;2;1;4;1;-;1;1;-;4;3;6;3;1;1;1;3;2;87
"430905 GLORINHA";-;1;1;-;-;1;1;1;1;-;1;2;-;2;-;3;-;-;1;-;1;-;1;-;-;3;1;21
"430910 GRAMADO";8;12;7;5;5;7;6;6;8;5;8;6;6;7;2;7;8;3;5;7;6;5;4;4;2;2;1;152
"430912 GRAMADO DOS LOUREIROS";-;1;2;-;-;-;-;1;-;1;1;-;-;-;-;1;-;1;-;-;-;1;-;1;2;-;2;14
"430915 GRAMADO XAVIER";1;2;3;2;1;1;2;1;1;1;1;2;2;2;-;-;1;-;1;-;-;2;-;3;-;-;-;29
"430920 GRAVATAI";48;73;80;73;54;43;48;49;56;36;55;42;33;32;36;30;23;28;27;26;30;41;26;39;30;19;27;1104
"430925 GUABIJU";-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430930 GUAIBA";29;38;33;31;24;22;24;22;28;17;17;9;12;10;10;11;21;12;13;11;11;13;8;6;17;12;5;466
"430940 GUAPORE";4;7;1;3;4;3;3;5;5;1;3;1;4;3;-;1;2;6;1;3;2;4;4;4;3;3;1;81
"430950 GUARANI DAS MISSOES";6;2;2;3;3;2;3;-;1;1;1;1;-;-;-;-;-;-;-;-;1;-;-;2;2;2;-;32
"430955 HARMONIA";-;1;1;1;-;-;-;-;2;-;1;-;2;1;-;-;-;2;1;1;-;1;2;1;1;-;2;20
"430957 HERVEIRAS";-;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;2;-;1;-;1;-;9
"430960 HORIZONTINA";2;2;3;4;1;-;2;2;5;1;1;5;3;2;2;-;2;1;5;2;2;3;1;3;4;1;1;60
"430965 HULHA NEGRA";2;4;6;-;1;-;4;2;8;-;1;-;-;3;1;2;3;1;-;-;-;-;1;1;2;-;1;43
"430970 HUMAITA";-;3;-;-;-;1;1;1;1;-;1;1;-;-;-;-;-;1;-;-;-;-;2;-;-;-;3;15
"430975 IBARAMA";3;-;2;1;2;2;1;3;2;2;2;1;-;1;2;1;-;-;1;-;-;-;-;-;-;-;1;27
"430980 IBIACA";2;-;-;-;2;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"430990 IBIRAIARAS";1;2;1;3;5;4;1;1;1;1;-;2;-;2;1;2;-;1;2;2;1;-;-;2;1;1;-;37
"430995 IBIRAPUITA";3;-;2;1;1;1;1;-;-;2;1;1;1;-;-;-;-;1;-;-;1;-;-;-;1;2;2;21
"431000 IBIRUBA";4;3;4;3;2;2;5;7;4;5;1;6;2;2;3;2;1;2;2;2;-;4;3;2;2;1;3;77
"431010 IGREJINHA";7;2;7;4;9;3;4;10;5;4;5;4;4;2;6;4;2;6;4;5;1;7;5;3;2;3;3;121
"431020 IJUI";19;18;14;26;22;14;9;14;13;11;9;16;10;9;12;4;14;12;12;14;18;14;9;10;13;8;9;353
"431030 ILOPOLIS";1;-;1;-;-;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;2;-;-;-;10
"431033 IMBE";3;3;2;1;5;-;2;5;3;3;-;1;3;1;1;5;1;6;4;1;2;5;2;-;7;5;5;76
"431036 IMIGRANTE";-;1;1;1;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;9
"431040 INDEPENDENCIA";1;1;-;-;1;2;2;-;2;-;-;1;1;-;1;2;-;2;2;1;-;1;1;1;-;-;-;22
"431041 INHACORA";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;5
"431043 IPE";-;1;-;1;1;1;1;-;1;-;1;-;1;1;1;1;-;2;1;1;1;1;1;-;-;-;-;18
"431046 IPIRANGA DO SUL";2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;7
"431050 IRAI";2;-;4;3;2;2;2;3;1;2;1;-;-;3;-;2;1;2;5;1;-;-;-;1;-;1;-;38
"431053 ITAARA";-;1;-;1;2;1;-;2;2;1;2;2;4;2;3;2;1;-;-;-;-;-;1;-;-;-;1;28
"431055 ITACURUBI";-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;7
"431057 ITAPUCA";-;-;2;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"431060 ITAQUI";19;16;18;15;10;13;10;9;14;3;4;11;2;3;9;7;8;6;7;9;5;10;3;7;3;6;11;238
"431065 ITATI";-;-;-;-;-;1;1;-;1;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;1;1;-;9
"431070 ITATIBA DO SUL";2;1;-;1;1;3;2;1;1;1;2;2;1;-;-;1;4;1;-;-;-;-;-;-;-;-;-;24
"431075 IVORA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431080 IVOTI";-;2;3;3;4;3;-;4;2;1;-;2;2;5;5;-;1;4;2;2;2;3;-;1;-;2;1;54
"431085 JABOTICABA";-;1;-;1;-;4;-;-;2;-;-;-;-;2;-;1;-;1;-;2;-;-;3;-;-;1;1;19
"431087 JACUIZINHO";-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;-;2;9
"431090 JACUTINGA";1;-;2;-;1;-;-;-;1;-;-;2;1;-;1;-;-;-;1;-;-;2;-;1;-;-;1;14
"431100 JAGUARAO";9;13;15;11;8;10;13;4;12;5;3;7;5;3;4;1;5;4;3;1;4;8;4;4;3;3;2;164
"431110 JAGUARI";1;1;4;2;2;1;-;1;1;2;2;-;-;2;-;-;2;-;1;2;-;2;2;1;1;-;-;30
"431112 JAQUIRANA";1;3;3;3;-;3;1;2;1;2;-;1;2;1;-;-;-;1;1;1;1;-;-;-;-;-;-;27
"431113 JARI";-;-;-;-;1;-;1;-;-;-;-;1;1;1;-;-;1;-;-;-;-;1;1;-;-;-;1;9
"431115 JOIA";2;1;3;5;1;1;3;2;1;1;2;-;1;2;2;2;-;2;1;1;1;1;-;1;1;-;-;37
"431120 JULIO DE CASTILHOS";8;1;6;5;5;13;3;8;5;8;6;3;4;5;3;2;1;2;2;-;-;3;3;-;2;-;2;100
"431123 LAGOA BONITA DO SUL";-;-;-;-;-;-;1;2;1;1;-;1;1;-;1;-;1;-;-;1;-;1;-;-;-;-;-;11
"431125 LAGOAO";2;4;2;5;3;3;-;2;2;2;1;2;2;-;3;3;-;-;1;-;1;-;-;-;-;1;2;41
"431127 LAGOA DOS TRES CANTOS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;3
"431130 LAGOA VERMELHA";9;10;11;9;9;6;6;5;7;4;5;1;1;5;4;6;3;9;3;5;3;4;2;2;5;5;3;142
"431140 LAJEADO";10;15;13;12;11;7;10;6;11;11;14;9;10;7;11;11;8;12;13;11;9;5;13;10;4;10;14;277
"431142 LAJEADO DO BUGRE";-;-;-;-;-;1;1;-;1;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;7
"431150 LAVRAS DO SUL";5;4;2;2;4;2;2;1;-;3;1;1;2;2;3;2;3;2;2;1;1;1;-;2;2;1;1;52
"431160 LIBERATO SALZANO";3;3;-;2;6;3;2;1;1;1;1;1;1;3;2;1;-;3;1;-;1;-;-;-;-;2;-;38
"431162 LINDOLFO COLLOR";-;1;1;-;3;-;2;-;-;-;2;-;-;-;-;4;-;1;2;1;-;-;-;2;-;1;1;21
"431164 LINHA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"431170 MACHADINHO";2;2;5;1;5;1;1;3;2;1;3;1;1;-;-;1;-;-;1;2;-;-;-;-;-;1;-;33
"431171 MACAMBARA";-;-;1;-;1;-;-;1;1;-;1;-;1;-;4;-;1;-;-;-;2;-;-;-;-;-;1;14
"431173 MAMPITUBA";-;-;-;2;-;-;1;-;-;-;-;2;1;1;-;-;-;1;-;-;-;-;3;-;1;-;-;12
"431175 MANOEL VIANA";-;2;1;2;3;6;4;2;2;3;2;5;3;1;2;-;-;-;2;2;1;-;1;3;-;-;-;47
"431177 MAQUINE";1;-;1;-;3;-;-;1;-;2;2;-;1;2;1;-;1;-;-;3;-;-;-;1;1;2;-;22
"431179 MARATA";1;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;9
"431180 MARAU";4;4;8;2;7;15;5;8;5;5;5;4;4;5;4;7;6;5;6;9;2;4;5;4;5;10;5;153
"431190 MARCELINO RAMOS";1;-;1;1;-;-;-;1;2;-;-;2;-;1;1;-;-;-;1;1;-;-;-;-;-;-;1;13
"431198 MARIANA PIMENTEL";-;1;-;1;1;-;1;-;2;1;-;-;2;-;-;1;1;-;-;-;-;-;-;-;1;-;-;12
"431200 MARIANO MORO";-;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;6
"431205 MARQUES DE SOUZA";-;-;1;1;3;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;1;1;12
"431210 MATA";4;3;7;-;4;2;5;1;-;2;-;1;3;1;-;-;1;-;1;-;2;-;-;-;-;-;-;37
"431213 MATO CASTELHANO";-;-;1;1;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;6
"431215 MATO LEITAO";-;-;1;1;4;-;1;-;-;-;-;1;1;-;1;-;1;2;-;2;-;-;1;-;-;-;-;16
"431217 MATO QUEIMADO";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;5
"431220 MAXIMILIANO DE ALMEIDA";1;2;3;2;2;-;3;2;-;1;-;-;1;3;1;-;1;-;-;-;-;2;-;-;-;-;-;24
"431225 MINAS DO LEAO";4;2;-;2;2;4;4;1;-;1;1;2;3;1;3;-;1;2;1;1;2;-;1;1;1;2;-;42
"431230 MIRAGUAI";-;-;3;-;-;3;1;-;1;1;1;-;-;-;-;-;2;2;-;-;-;-;-;1;-;-;-;15
"431235 MONTAURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;4
"431237 MONTE ALEGRE DOS CAMPOS";-;-;1;1;1;-;-;-;3;2;-;1;1;-;1;1;1;-;-;-;-;-;-;-;-;1;-;14
"431238 MONTE BELO DO SUL";-;1;-;-;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"431240 MONTENEGRO";11;13;17;8;9;12;12;11;6;9;8;8;14;8;6;16;12;11;10;16;4;5;8;5;11;7;5;262
"431242 MORMACO";1;1;-;1;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;2;1;12
"431244 MORRINHOS DO SUL";-;-;-;1;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;7
"431245 MORRO REDONDO";-;1;1;1;1;1;3;1;-;-;-;-;-;2;-;-;1;-;-;1;1;1;-;-;3;-;-;18
"431247 MORRO REUTER";-;-;-;1;2;2;2;-;-;-;1;1;-;-;-;3;-;1;-;2;-;-;-;-;-;-;1;16
"431250 MOSTARDAS";7;1;4;1;3;3;2;7;2;3;-;1;2;2;-;-;-;1;1;-;1;2;1;1;2;1;1;49
"431260 MUCUM";1;-;-;1;2;1;-;1;-;-;1;-;2;-;1;1;-;-;-;-;1;-;-;-;-;-;-;12
"431261 MUITOS CAPOES";-;2;1;1;1;1;-;1;-;1;1;-;2;-;2;1;1;1;1;-;-;-;-;1;-;1;-;19
"431262 MULITERNO";-;1;-;-;1;1;1;-;2;1;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-;-;1;13
"431265 NAO-ME-TOQUE";1;2;5;2;1;2;5;3;3;3;-;1;5;2;3;1;1;2;4;5;3;2;3;1;3;1;1;65
"431267 NICOLAU VERGUEIRO";-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"431270 NONOAI";6;4;7;2;2;5;9;1;3;7;4;6;5;2;1;-;2;1;-;5;1;2;1;3;2;-;6;87
"431275 NOVA ALVORADA";1;-;-;-;1;2;-;1;-;-;1;-;1;1;-;-;-;2;-;-;-;-;1;-;-;2;-;13
"431280 NOVA ARACA";1;-;2;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;2;2;14
"431290 NOVA BASSANO";1;1;2;1;1;1;1;-;1;1;2;-;1;-;1;-;1;2;1;-;1;2;-;3;-;1;1;26
"431295 NOVA BOA VISTA";-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;1;-;-;-;-;2;-;-;-;-;1;8
"431300 NOVA BRESCIA";1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;7
"431301 NOVA CANDELARIA";-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;1;-;-;-;-;-;1;1;2;-;10
"431303 NOVA ESPERANCA DO SUL";-;2;1;1;1;-;1;1;1;-;1;-;-;-;-;1;1;1;-;-;2;-;1;-;1;-;1;17
"431306 NOVA HARTZ";4;5;7;5;3;1;5;4;2;2;3;8;5;8;6;7;4;1;4;2;4;-;1;2;3;3;2;101
"431308 NOVA PADUA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3
"431310 NOVA PALMA";2;-;5;1;1;2;-;2;-;-;-;1;-;-;-;1;-;1;1;-;1;1;-;1;-;-;1;21
"431320 NOVA PETROPOLIS";3;3;3;2;5;1;3;6;2;1;-;3;8;4;5;1;1;-;5;1;3;3;-;1;1;3;2;70
"431330 NOVA PRATA";4;3;4;5;-;1;2;1;3;2;5;3;2;-;2;3;3;5;4;1;4;1;3;3;3;-;3;70
"431333 NOVA RAMADA";-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;6
"431335 NOVA ROMA DO SUL";-;2;-;-;1;-;1;1;-;-;1;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;10
"431337 NOVA SANTA RITA";4;5;2;7;3;3;1;4;3;4;2;1;6;3;2;2;5;3;4;5;-;7;2;2;7;5;3;95
"431339 NOVO CABRAIS";-;-;1;2;1;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;9
"431340 NOVO HAMBURGO";83;66;54;62;55;49;44;51;58;41;34;42;50;26;42;34;38;34;30;41;29;41;26;27;27;22;32;1138
